pickup_community_area,dropoff_community_area,total_trips,active_taxis,total_revenue,total_fare,total_trip_miles
35,70,16,11,431.25,430.25,153.61
38,27,16,12,424.35,422.35,123.41
38,70,16,12,444.72,444.72,146.51
40,75,16,13,443.09,443.09,164.46
41,37,16,14,312.93,305.74,37.27
42,37,16,15,271.25,271.25,82.52
44,73,16,16,312.79,310.02,62.7
46,51,16,13,202.22,201.72,49.31
46,69,16,14,256.90,254.90,67.92
46,75,16,12,443.86,443.86,159.28
49,40,16,15,348.75,348.75,124.47
51,8,16,14,692.38,691.88,224.76
51,42,16,15,313.89,313.39,82.73
51,68,16,12,448.61,448.54,152.95
52,52,16,16,525.44,493.19,0.78
54,38,16,12,549.75,549.75,217.8
54,44,16,10,431.25,431.25,159.23
55,37,16,9,493.29,493.25,194.29
55,40,16,7,521.50,521.50,205.98
61,75,16,10,462.07,462.00,173.61
67,44,16,15,292.86,285.36,84.0
68,36,16,13,306.40,299.49,88.17
68,50,16,14,381.78,381.78,129.91
68,54,16,10,495.25,495.25,192.33
69,30,16,13,512.28,512.28,190.16
71,23,16,9,630.77,630.77,249.31
71,73,16,14,272.05,267.30,50.87
72,68,16,10,402.24,401.74,130.8
73,24,16,5,525.43,525.20,202.49
75,42,16,15,480.87,480.87,169.46
76,64,16,16,1379.20,1135.75,460.09
77,50,16,8,977.00,976.50,367.92
77,69,16,13,761.62,761.62,286.62
1,69,15,15,814.32,814.32,291.13
3,51,15,13,852.32,852.32,288.39
4,42,15,11,794.88,784.94,226.4
6,34,15,14,438.06,433.99,138.73
6,40,15,15,545.63,535.63,165.38
7,36,15,14,392.15,383.50,136.78
7,61,15,13,361.51,361.51,122.42
11,6,15,13,672.34,523.32,120.15
11,14,15,7,176.40,145.50,44.09
11,25,15,8,273.65,246.19,75.73
12,6,15,15,393.30,387.25,128.93
14,11,15,14,135.55,120.00,24.38
19,22,15,14,305.42,302.92,59.61
19,24,15,11,240.37,238.37,71.97
20,1,15,7,466.00,466.00,158.95
22,31,15,14,403.02,347.00,98.68
23,1,15,13,487.76,479.56,183.98
23,33,15,13,356.98,351.83,104.62
25,73,15,13,783.46,783.46,276.15
25,74,15,8,755.55,755.55,344.71
26,33,15,15,363.83,361.71,115.33
27,23,15,14,188.08,185.08,35.46
28,52,15,15,760.96,759.96,248.48
30,16,15,6,486.75,486.75,184.93
33,53,15,14,570.88,561.13,208.05
34,16,15,10,446.50,443.50,166.64
34,39,15,14,250.35,245.85,69.41
34,46,15,10,438.16,437.16,151.13
36,75,15,11,491.33,489.33,175.69
37,41,15,15,233.41,228.99,58.18
38,23,15,14,463.38,463.38,164.01
38,29,15,11,416.43,415.89,151.5
38,37,15,13,93.85,92.85,20.04
38,52,15,7,513.75,513.75,189.37
40,37,15,10,291.01,289.01,41.05
42,1,15,10,837.57,837.07,285.96
43,34,15,10,449.32,448.25,140.48
43,55,15,8,469.72,464.77,162.68
45,38,15,12,359.07,359.00,114.76
45,42,15,14,223.57,221.57,41.89
46,48,15,14,192.95,190.45,45.52
46,62,15,5,522.00,522.00,175.31
47,8,15,9,597.10,589.40,226.31
47,47,15,13,599.29,599.29,0.44
48,3,15,15,798.46,798.46,266.05
48,25,15,14,818.70,818.70,296.72
48,36,15,11,400.90,399.90,130.65
49,7,15,15,825.87,825.87,259.94
49,16,15,12,964.25,964.25,288.19
50,42,15,13,363.75,363.75,115.23
51,31,15,11,617.74,617.74,226.42
52,32,15,13,675.72,671.76,220.2
55,71,15,6,466.00,466.00,176.17
56,27,15,15,566.35,416.50,130.15
56,45,15,14,733.20,637.75,248.15
59,28,15,15,216.65,208.17,53.74
65,28,15,14,515.59,504.67,168.54
66,44,15,9,383.83,383.29,122.65
68,27,15,12,497.29,497.29,175.13
68,29,15,10,475.83,475.33,181.06
68,46,15,13,336.08,335.58,111.18
68,48,15,11,338.05,337.05,107.08
68,61,15,13,203.70,201.20,48.51
69,37,15,12,269.43,269.36,63.93
71,27,15,15,568.55,568.55,218.14
71,49,15,14,266.42,264.42,82.56
73,69,15,14,271.03,263.79,74.55
74,-1,15,9,504.61,504.47,145.41
75,25,15,14,737.63,737.63,323.81
1,15,14,13,442.00,434.34,136.39
1,21,14,13,417.09,394.23,119.02
3,60,14,11,414.95,400.05,130.26
4,12,14,8,239.26,230.46,65.22
4,43,14,11,766.23,766.23,253.06
6,44,14,14,631.86,631.86,226.12
7,12,14,14,407.18,385.56,127.41
8,65,14,11,547.03,507.96,174.78
9,2,14,6,399.25,399.25,119.25
10,13,14,10,194.35,192.85,61.02
10,17,14,13,164.13,158.38,42.4
11,7,14,13,592.99,491.78,167.21
13,7,14,14,390.18,371.31,122.54
13,16,14,13,197.75,196.75,48.21
15,26,14,2,375.50,375.50,115.09
16,19,14,13,167.23,166.73,41.49
17,10,14,13,185.05,174.50,43.77
21,2,14,13,235.30,233.30,63.06
23,35,14,7,391.50,391.50,136.53
23,68,14,7,483.95,483.95,165.68
23,76,14,12,569.44,499.89,191.79
24,13,14,13,390.37,380.23,136.34
25,19,14,12,138.15,133.15,27.32
25,46,14,13,777.86,777.86,263.89
27,43,14,11,536.57,536.57,176.7
27,49,14,11,615.13,615.13,221.76
29,27,14,13,70.40,69.90,13.28
29,53,14,11,662.22,662.22,255.18
32,62,14,11,492.21,457.56,159.81
33,72,14,13,523.27,480.11,181.75
34,38,14,13,207.55,195.95,47.61
35,1,14,11,466.25,466.25,176.69
35,30,14,12,284.04,277.58,87.87
35,52,14,5,419.75,419.75,157.28
36,56,14,7,384.90,374.50,121.06
36,66,14,14,352.51,348.01,119.04
37,56,14,6,389.75,389.75,141.18
38,54,14,11,489.80,488.80,184.01
41,26,14,9,464.40,464.40,175.74
42,25,14,12,634.87,633.37,226.14
43,22,14,14,641.03,641.03,201.8
43,29,14,13,587.84,587.34,199.68
43,70,14,10,382.69,377.71,120.24
43,74,14,4,439.86,439.86,160.24
44,7,14,14,533.27,533.27,196.48
44,22,14,11,464.09,464.00,181.01
44,60,14,11,2645.18,2643.18,110.12
46,53,14,7,411.25,411.25,146.55
48,51,14,13,1259.49,1256.54,25.13
48,69,14,13,335.06,331.56,79.83
49,51,14,12,196.90,195.90,44.42
53,27,14,12,746.90,746.90,254.51
53,50,14,11,312.85,308.25,79.61
55,-1,14,8,630.81,630.81,231.49
60,6,14,12,400.85,377.41,123.24
63,63,14,12,347.70,297.50,3.92
64,28,14,13,459.95,449.26,152.52
64,33,14,9,455.95,439.33,142.8
65,8,14,9,662.58,593.88,206.71
66,51,14,12,451.41,451.41,155.29
67,15,14,10,735.57,735.57,281.76
67,16,14,12,668.18,668.18,232.78
67,46,14,10,349.97,349.97,115.39
67,77,14,14,661.11,654.61,258.31
68,23,14,10,511.01,511.01,186.92
68,34,14,14,288.56,288.56,82.23
68,66,14,14,197.64,196.14,53.1
69,48,14,12,231.60,225.70,69.88
72,34,14,13,441.65,441.65,156.37
73,77,14,12,705.18,705.18,309.87
76,63,14,14,1102.70,933.50,384.13
76,74,14,14,1461.71,1077.75,449.55
77,25,14,14,488.37,488.37,194.45
77,29,14,14,485.39,465.48,174.16
77,42,14,9,578.63,568.11,208.58
-1,9,13,12,248.00,217.10,49.24
-1,64,13,12,249.76,236.23,63.57
3,17,13,13,389.51,382.61,123.46
3,73,13,12,688.31,675.96,263.48
4,56,13,13,703.95,626.92,227.26
7,57,13,13,438.54,434.15,156.61
12,33,13,10,415.50,415.50,163.0
14,35,13,12,519.92,519.92,156.63
23,6,13,13,290.92,283.16,79.16
23,44,13,12,619.84,619.84,201.72
24,19,13,13,293.42,286.14,69.69
24,30,13,13,362.45,298.46,78.77
29,35,13,10,311.57,296.63,105.93
30,71,13,7,386.60,380.50,127.54
31,3,13,12,429.68,401.26,142.95
31,60,13,13,206.26,180.81,35.71
33,19,13,8,366.84,357.06,122.84
35,10,13,6,539.91,539.91,203.73
37,33,13,13,180.77,179.70,51.66
37,38,13,13,111.23,107.23,19.26
37,50,13,12,395.04,395.04,139.28
37,73,13,7,248.75,248.75,83.0
38,2,13,11,592.36,591.59,217.08
38,58,13,11,284.02,279.27,87.42
40,59,13,6,310.54,308.54,103.26
41,16,13,13,380.01,379.01,146.12
43,60,13,13,348.46,346.96,119.49
44,11,13,12,950.91,950.41,278.65
44,77,13,13,692.48,692.48,254.39
45,39,13,12,223.84,223.27,59.28
45,44,13,12,230.53,229.53,27.37
45,49,13,13,223.61,220.61,60.44
46,7,13,10,667.87,667.87,201.36
46,40,13,8,290.63,289.63,95.24
48,42,13,13,218.22,217.72,63.73
49,27,13,10,569.20,569.13,208.44
49,45,13,12,205.23,201.23,52.66
49,71,13,12,238.94,237.44,70.07
49,72,13,11,214.24,212.74,50.69
51,48,13,11,526.75,526.75,11.78
52,8,13,11,617.43,617.43,193.58
54,8,13,12,672.67,672.67,287.99
55,42,13,4,389.89,389.75,141.16
56,26,13,10,403.11,351.00,128.38
56,37,13,9,503.13,454.95,152.46
56,73,13,13,515.20,438.75,156.87
59,32,13,13,274.15,252.63,75.73
59,49,13,5,388.72,388.72,145.83
61,50,13,11,417.12,413.42,149.38
63,-1,13,13,545.82,536.32,200.37
67,42,13,12,192.57,190.07,56.14
67,48,13,13,311.43,307.78,100.7
67,76,13,10,902.85,902.85,339.03
68,40,13,12,140.89,134.70,26.56
69,55,13,6,430.09,430.09,144.94
69,77,13,11,616.94,616.87,221.67
70,3,13,10,649.98,649.98,266.53
71,72,13,12,239.00,229.00,66.76
73,42,13,13,330.94,330.94,94.23
74,68,13,5,385.90,385.50,133.72
1,36,12,12,547.64,547.64,162.09
1,65,12,11,679.59,679.59,281.04
2,20,12,10,267.50,258.50,84.28
2,68,12,10,577.44,577.44,220.55
3,70,12,11,615.15,615.15,259.3
4,11,12,11,244.16,223.05,51.51
5,17,12,11,291.00,272.50,78.82
5,23,12,11,181.24,172.70,47.58
5,33,12,9,348.81,341.19,98.91
6,48,12,10,517.87,507.87,188.04
7,26,12,12,305.61,301.11,93.47
10,15,12,11,203.90,173.75,50.61
11,33,12,12,470.87,424.87,158.18
12,4,12,6,227.75,226.75,61.98
15,22,12,10,203.28,187.98,55.8
16,43,12,10,700.23,700.23,218.08
19,7,12,10,313.57,302.56,77.91
22,37,12,11,352.33,352.33,127.12
23,25,12,12,144.87,142.80,35.5
23,77,12,10,377.00,377.00,126.11
25,21,12,7,323.50,323.50,119.22
25,24,12,11,229.00,226.00,55.01
25,30,12,6,328.94,322.79,118.79
25,61,12,11,418.29,417.29,151.94
26,32,12,11,224.59,210.76,61.68
26,41,12,10,414.86,414.86,148.48
26,66,12,6,343.50,343.50,86.13
26,76,12,11,531.29,531.29,197.82
29,30,12,5,82.75,82.75,16.32
29,39,12,9,364.47,358.97,135.76
30,38,12,10,2151.80,2143.75,81.69
33,12,12,12,421.79,405.45,158.62
33,13,12,9,432.11,426.11,154.29
33,23,12,12,286.35,281.69,83.28
34,2,12,6,454.26,454.26,169.59
34,71,12,11,327.81,327.81,108.49
36,7,12,7,303.25,301.25,107.01
36,16,12,9,391.33,390.83,141.92
36,23,12,8,406.00,400.50,114.91
37,16,12,11,387.25,380.25,145.5
37,25,12,12,397.06,397.06,144.85
37,35,12,11,203.53,203.53,23.92
37,39,12,12,145.55,141.67,36.27
37,43,12,11,270.25,270.25,93.29
39,25,12,12,449.03,449.03,166.39
39,29,12,12,375.01,374.51,134.0
43,4,12,11,648.21,648.21,214.44
43,19,12,10,712.91,712.91,233.66
44,51,12,11,250.70,249.20,71.14
44,55,12,9,356.00,356.00,135.0
45,69,12,11,98.07,97.00,25.67
46,34,12,11,510.65,510.65,121.78
46,61,12,12,364.23,363.73,116.22
47,41,12,12,242.57,242.50,76.79
48,1,12,10,790.43,790.43,267.26
48,39,12,10,257.30,252.35,82.89
49,37,12,10,445.49,445.49,104.89
49,65,12,11,383.00,383.00,136.76
50,19,12,5,804.72,804.72,293.62
50,37,12,9,375.39,368.54,129.74
51,6,12,12,670.02,670.02,226.24
51,76,12,9,1086.88,1086.88,353.44
53,29,12,11,579.38,579.38,220.08
53,77,12,11,796.36,796.36,287.56
54,71,12,7,340.50,340.00,126.61
56,40,12,12,392.48,308.00,112.72
58,56,12,10,180.15,165.24,42.23
60,24,12,11,249.21,225.58,64.65
61,56,12,8,341.00,324.90,78.27
61,67,12,9,117.00,117.00,30.12
62,33,12,8,413.05,373.50,121.27
64,35,12,7,370.04,367.54,135.26
65,41,12,11,380.24,365.50,130.42
65,56,12,7,155.00,155.00,34.77
66,1,12,12,633.12,633.12,275.16
66,41,12,4,303.00,303.00,89.18
67,39,12,10,225.50,224.00,70.45
67,69,12,12,143.95,143.95,41.13
68,72,12,8,277.50,277.50,92.79
69,40,12,11,168.25,168.25,40.51
72,42,12,11,313.00,313.00,105.95
72,71,12,12,181.75,179.25,50.16
73,15,12,10,724.88,724.88,268.39
74,25,12,10,604.44,604.44,260.48
74,74,12,11,234.52,213.27,2.7
76,45,12,12,1052.85,943.50,327.84
76,48,12,12,1158.10,1016.63,401.73
76,50,12,12,1140.36,1039.88,374.48
76,57,12,12,904.71,754.50,301.48
-1,55,11,11,398.40,398.40,97.52
-1,63,11,10,485.62,480.12,164.15
1,34,11,8,461.07,450.78,150.31
1,48,11,10,701.15,701.15,234.01
2,25,11,11,424.12,412.62,158.19
4,34,11,9,358.80,358.30,125.96
4,38,11,8,365.37,357.02,101.75
4,46,11,9,637.60,637.60,203.61
4,53,11,11,685.30,685.30,275.78
5,15,11,10,206.12,182.53,47.07
5,31,11,11,276.85,267.55,74.2
6,30,11,11,401.51,388.27,140.63
6,51,11,11,597.53,597.53,205.19
8,74,11,11,580.57,578.07,222.11
9,76,11,8,274.14,254.25,74.85
11,17,11,11,129.75,129.75,32.91
13,11,11,6,114.00,114.00,28.11
13,22,11,11,238.33,235.32,71.94
14,12,11,10,181.90,169.25,33.45
15,21,11,11,169.18,160.88,38.7
15,38,11,5,385.75,385.75,147.71
16,25,11,11,284.41,284.41,96.09
16,29,11,7,329.07,328.50,119.13
17,5,11,9,242.47,241.40,69.23
17,42,11,4,737.66,737.66,231.8
18,-1,11,9,152.56,144.80,34.62
21,1,11,10,284.51,267.81,70.23
21,15,11,10,121.23,120.73,32.45
21,33,11,11,338.22,331.38,105.55
21,69,11,9,454.70,453.28,158.56
22,11,11,11,204.36,196.44,62.02
22,20,11,11,156.14,149.22,26.09
22,36,11,7,341.24,334.08,114.76
22,61,11,9,293.58,292.58,105.87
24,12,11,11,323.52,280.68,106.75
25,40,11,7,406.03,406.03,142.79
25,56,11,11,389.14,281.78,85.57
27,24,11,10,149.80,146.80,38.54
29,38,11,8,301.25,301.25,110.85
29,42,11,11,438.43,438.43,139.15
30,33,11,9,261.21,241.31,70.96
30,42,11,11,358.90,357.40,125.49
31,42,11,5,288.08,286.58,98.45
31,44,11,8,320.00,320.00,116.94
31,68,11,5,302.75,302.75,108.58
31,73,11,10,344.72,344.72,127.36
34,25,11,9,352.25,344.19,117.72
34,54,11,6,355.75,355.75,141.79
34,72,11,9,351.63,351.13,123.91
35,15,11,9,358.50,358.50,123.88
35,22,11,9,294.71,293.71,97.45
36,67,11,10,166.10,166.10,62.12
37,32,11,11,264.22,262.22,68.99
38,66,11,9,225.81,225.31,67.88
39,53,11,11,400.30,391.00,145.45
40,56,11,11,302.39,287.05,99.61
40,66,11,11,246.52,245.75,79.5
41,4,11,11,425.35,402.86,151.92
41,54,11,10,342.43,341.93,122.42
42,22,11,10,431.49,431.49,141.04
42,61,11,8,180.13,179.63,56.32
43,59,11,5,315.00,315.00,117.84
45,6,11,10,489.44,489.44,159.86
45,48,11,11,124.00,124.00,17.41
46,24,11,10,479.47,473.63,162.54
46,31,11,8,454.18,453.18,119.4
46,36,11,10,299.23,297.73,88.34
46,56,11,11,453.79,452.79,164.54
47,32,11,11,390.53,390.53,142.2
47,33,11,10,349.15,349.15,124.44
48,31,11,9,465.88,458.93,137.37
49,56,11,8,436.88,436.88,184.15
50,40,11,11,291.07,291.00,107.05
50,51,11,11,134.39,133.89,24.33
51,7,11,10,593.59,593.59,213.12
51,61,11,11,336.22,336.22,120.74
53,31,11,8,452.92,452.62,161.11
53,61,11,6,344.22,343.22,125.54
57,39,11,5,299.75,298.75,99.66
59,35,11,10,162.29,162.29,49.25
59,61,11,9,184.19,166.00,50.56
60,41,11,9,238.70,218.85,42.64
60,49,11,11,331.30,331.30,119.41
60,75,11,9,345.75,345.75,133.03
62,56,11,8,92.75,81.75,10.51
66,77,11,9,503.95,503.95,197.9
69,31,11,8,316.65,315.15,99.36
71,46,11,10,313.00,313.00,109.75
72,46,11,9,275.75,275.75,91.06
73,3,11,10,564.42,563.42,214.22
73,71,11,8,141.22,141.22,34.84
74,69,11,8,336.11,336.11,117.25
75,61,11,8,329.25,329.25,124.07
76,37,11,8,855.84,836.04,230.76
77,19,11,7,345.38,328.50,108.63
77,37,11,10,517.78,512.87,140.14
1,23,10,9,325.95,324.95,115.03
1,73,10,3,638.38,638.38,237.72
3,29,10,10,363.61,362.11,126.87
3,53,10,10,563.23,563.23,209.72
3,59,10,8,358.40,349.71,105.38
3,63,10,9,423.30,422.80,162.39
4,17,10,9,210.25,210.25,65.79
4,23,10,10,247.35,230.00,68.42
4,41,10,9,472.20,461.11,154.11
5,13,10,10,185.98,177.47,46.63
6,45,10,8,482.38,470.32,145.8
6,58,10,10,415.62,412.62,136.99
7,60,10,10,254.65,232.87,78.94
8,47,10,3,386.05,378.50,145.62
9,10,10,8,109.25,106.25,26.76
10,33,10,8,496.30,423.25,167.11
11,4,10,8,210.22,192.24,53.82
11,77,10,8,214.72,207.64,72.35
12,11,10,9,60.75,60.75,6.8
14,5,10,10,146.14,134.14,26.93
14,24,10,9,254.18,232.75,57.57
15,23,10,9,200.42,194.73,57.56
15,25,10,5,146.50,146.00,41.59
16,12,10,10,163.25,159.25,40.26
16,58,10,4,274.07,274.07,71.06
19,2,10,9,275.55,266.10,69.76
19,17,10,8,129.50,128.50,17.05
19,64,10,2,317.50,317.50,112.61
21,19,10,9,133.94,128.77,23.55
23,7,10,10,222.93,209.52,47.77
23,43,10,10,502.07,501.07,163.92
24,61,10,10,211.22,204.37,66.91
25,29,10,9,155.52,153.52,42.38
25,41,10,8,492.44,492.44,146.59
25,50,10,7,632.48,632.48,202.89
26,53,10,9,526.35,526.35,211.9
26,68,10,8,337.43,337.43,124.81
27,1,10,9,360.87,360.37,109.99
27,42,10,10,386.36,386.36,125.45
28,18,10,9,304.61,291.76,92.35
28,62,10,10,307.61,277.40,95.86
29,24,10,9,163.28,155.88,41.48
29,36,10,9,290.46,288.96,87.56
29,44,10,9,425.89,425.89,132.57
30,36,10,8,270.50,269.50,96.12
30,51,10,10,481.06,481.06,175.42
31,2,10,9,440.34,403.69,145.68
31,5,10,10,255.71,242.71,80.99
31,15,10,7,283.21,282.71,97.4
31,39,10,10,231.15,221.65,72.53
31,51,10,10,436.48,436.48,155.13
31,58,10,10,177.08,172.08,39.09
32,47,10,9,359.22,359.22,127.4
33,52,10,7,337.04,337.04,122.84
33,64,10,9,378.44,335.96,91.32
33,65,10,10,320.00,320.00,118.05
34,42,10,10,197.99,196.49,60.19
35,4,10,8,348.85,348.85,123.12
35,54,10,9,380.10,380.10,145.83
35,66,10,8,267.00,266.00,86.01
36,51,10,7,275.50,275.50,97.95
36,61,10,10,148.75,148.75,44.2
37,36,10,9,112.75,110.75,30.15
37,44,10,10,280.82,280.24,75.97
39,66,10,6,308.75,308.25,98.6
40,6,10,10,262.50,261.50,96.82
40,45,10,8,195.98,195.48,63.14
40,48,10,5,192.50,192.50,58.36
40,73,10,9,244.34,243.79,80.28
41,1,10,10,499.33,467.60,171.2
41,58,10,6,264.27,263.77,77.31
41,65,10,5,283.77,279.37,91.72
42,24,10,10,341.97,339.97,114.62
42,27,10,10,371.75,371.68,124.58
42,29,10,6,345.72,345.65,130.91
43,26,10,10,480.98,480.98,145.18
44,67,10,9,171.55,166.50,51.85
45,36,10,6,225.18,218.58,71.56
45,46,10,8,81.07,81.07,17.42
45,77,10,9,576.39,576.39,193.11
49,10,10,7,727.84,727.84,223.62
49,22,10,10,479.27,479.27,166.31
50,30,10,10,485.20,483.70,168.99
50,46,10,8,219.75,219.75,70.05
51,75,10,7,239.50,239.50,84.74
52,41,10,6,254.00,254.00,86.84
53,3,10,10,562.12,562.12,235.62
53,26,10,9,520.39,520.39,200.26
53,54,10,4,257.00,257.00,97.08
60,31,10,10,108.05,105.05,25.18
60,43,10,10,262.09,261.09,89.1
61,3,10,7,372.04,372.04,140.97
66,36,10,9,270.75,270.75,97.03
66,53,10,4,302.47,302.47,108.64
67,3,10,10,483.02,463.72,182.48
67,36,10,9,216.44,211.00,71.57
68,25,10,9,375.93,375.93,144.36
68,77,10,9,443.38,443.38,170.32
70,41,10,9,272.50,271.00,94.3
70,43,10,8,266.68,266.11,83.91
70,69,10,10,240.65,240.15,56.12
70,73,10,10,214.82,214.75,68.85
71,10,10,9,695.63,695.63,229.6
71,40,10,9,232.50,232.00,69.54
71,67,10,10,106.53,105.03,24.55
72,36,10,7,318.50,317.50,115.51
72,39,10,9,307.00,307.00,110.71
72,73,10,10,124.25,124.25,23.38
73,7,10,8,430.49,430.49,162.21
73,25,10,9,509.06,509.06,177.68
73,53,10,7,197.62,197.62,66.94
73,70,10,10,197.75,193.75,59.51
74,8,10,7,526.36,526.36,195.06
75,31,10,9,373.29,373.29,138.28
75,36,10,8,324.25,324.25,125.68
75,48,10,10,222.00,222.00,73.63
75,51,10,8,248.24,247.74,77.69
77,40,10,10,423.73,423.73,157.12
77,67,10,5,454.30,454.30,184.52
1,41,9,7,439.82,439.82,132.13
1,70,9,9,501.03,501.03,212.68
2,11,9,8,212.35,197.97,58.85
2,30,9,5,299.75,299.75,131.58
3,61,9,9,287.33,286.33,106.13
4,44,9,8,516.53,516.53,167.99
4,69,9,8,513.54,513.54,160.77
5,38,9,7,306.60,298.45,112.17
6,18,9,9,237.58,235.08,70.24
6,61,9,9,302.90,295.14,105.71
7,9,9,9,314.25,293.50,107.32
9,7,9,6,310.51,289.05,104.22
10,5,9,6,384.03,344.97,108.76
10,34,9,6,341.00,341.00,136.95
11,13,9,8,286.90,268.40,96.6
12,7,9,7,273.02,254.48,92.82
12,24,9,7,266.59,246.30,88.94
13,5,9,8,148.85,139.75,38.04
13,10,9,9,165.82,155.75,47.05
16,67,9,7,421.11,421.11,145.64
18,69,9,7,515.28,515.28,185.44
19,11,9,8,109.31,99.19,28.01
19,77,9,7,269.11,269.11,82.48
20,42,9,8,376.12,376.12,120.3
21,11,9,9,146.00,138.50,45.29
21,42,9,6,463.28,463.28,145.03
22,27,9,9,116.14,113.14,26.64
23,4,9,9,217.48,209.31,60.57
24,20,9,9,158.32,145.11,39.6
25,16,9,8,253.00,253.00,90.41
25,55,9,5,646.56,646.56,232.57
26,69,9,7,325.62,325.62,116.63
27,31,9,8,147.35,146.85,33.94
27,47,9,9,410.40,410.40,136.85
29,62,9,7,183.75,183.75,60.09
30,35,9,9,228.04,223.42,78.46
30,44,9,6,337.90,337.90,122.34
31,11,9,5,242.50,242.50,92.47
32,18,9,8,348.55,337.90,104.86
33,62,9,9,235.57,233.07,76.66
34,4,9,7,319.35,308.25,107.56
34,45,9,7,265.50,265.50,98.33
34,47,9,8,238.00,238.00,86.12
34,48,9,8,278.35,267.65,97.68
35,47,9,6,256.00,256.00,93.72
36,1,9,6,299.50,299.50,103.88
36,31,9,7,180.82,180.75,62.85
36,53,9,8,335.61,335.61,119.96
37,42,9,9,111.00,111.00,34.23
38,30,9,5,198.75,198.75,61.79
39,57,9,3,248.25,247.25,91.05
40,3,9,9,366.02,365.52,125.85
40,55,9,3,311.50,311.50,120.11
42,2,9,9,463.36,452.64,162.54
42,21,9,9,432.70,432.70,126.6
42,70,9,9,247.77,247.77,72.34
42,73,9,8,216.11,215.61,68.67
43,10,9,9,687.04,687.04,203.36
43,13,9,8,564.19,564.19,185.7
43,23,9,8,446.05,446.05,149.79
45,51,9,9,135.90,134.90,35.77
46,77,9,9,566.62,566.62,171.86
48,49,9,8,142.50,142.50,41.6
49,59,9,4,266.58,266.58,94.79
50,25,9,6,573.74,573.74,198.45
50,53,9,9,112.25,110.25,32.12
50,54,9,8,327.99,327.99,29.88
50,77,9,6,546.33,546.33,203.88
51,77,9,9,585.69,585.69,180.09
52,43,9,7,188.88,186.00,58.26
53,4,9,9,570.70,570.70,222.12
53,25,9,7,533.32,533.32,207.24
53,45,9,8,262.70,257.75,90.66
53,66,9,7,282.44,282.44,103.06
53,70,9,8,257.06,257.06,86.59
55,51,9,6,113.42,112.85,34.68
56,11,9,9,594.34,490.50,184.56
56,12,9,9,548.34,453.50,183.12
57,28,9,6,276.25,270.25,51.72
59,33,9,9,158.35,148.18,32.08
59,34,9,9,125.34,124.27,26.05
59,69,9,2,230.00,230.00,85.86
60,69,9,9,171.31,168.31,52.18
60,76,9,9,578.70,494.12,193.93
61,40,9,9,105.99,104.49,25.28
61,53,9,8,315.47,314.47,115.76
61,71,9,9,180.88,180.81,52.54
65,33,9,9,252.00,243.00,128.48
66,50,9,6,282.46,281.96,99.86
67,61,9,9,108.61,108.04,21.65
68,45,9,9,177.30,175.80,50.94
69,21,9,7,352.81,348.23,123.24
69,67,9,9,167.75,167.75,36.19
69,72,9,9,132.76,132.76,44.44
70,71,9,9,121.10,120.10,32.43
71,16,9,9,512.11,511.11,175.41
71,45,9,8,170.08,164.83,47.57
71,54,9,8,242.25,242.25,89.19
71,70,9,8,139.35,136.25,40.31
73,34,9,7,262.08,262.08,91.85
73,56,9,5,306.35,275.03,87.83
74,40,9,4,287.50,287.50,109.24
75,55,9,4,276.50,276.50,105.81
75,73,9,9,130.88,130.88,24.41
77,20,9,4,291.75,255.75,87.62
77,31,9,9,337.85,317.76,111.37
77,51,9,9,560.10,560.10,201.68
77,61,9,9,358.39,358.39,140.77
77,66,9,8,432.68,432.68,149.95
1,11,8,8,253.17,219.84,58.51
1,44,8,8,485.24,485.24,169.36
1,75,8,8,526.95,526.95,195.74
2,37,8,4,389.46,389.46,108.95
2,42,8,7,444.46,443.96,149.24
2,44,8,8,425.82,425.25,169.89
4,31,8,8,282.89,272.85,93.03
6,73,8,6,398.38,398.38,157.86
7,37,8,8,231.32,231.25,85.78
7,46,8,8,365.36,365.36,119.97
7,51,8,7,427.03,427.03,150.82
10,14,8,8,153.38,141.74,45.58
11,21,8,7,183.01,172.51,58.57
12,31,8,5,257.75,257.75,100.47
13,33,8,7,283.25,281.75,99.09
14,10,8,8,159.53,152.25,42.21
16,41,8,7,365.06,329.37,124.21
17,24,8,7,252.94,242.36,78.26
18,17,8,5,44.75,44.25,6.59
19,20,8,8,115.12,115.12,9.01
19,33,8,7,296.01,289.91,93.18
19,43,8,7,446.93,446.93,150.32
19,75,8,8,475.31,475.31,187.32
20,19,8,6,61.50,61.50,8.55
20,28,8,8,171.32,170.82,51.61
20,32,8,8,198.33,179.89,55.28
22,49,8,8,358.26,358.26,130.07
23,5,8,8,137.32,136.32,39.18
23,49,8,7,408.78,408.78,139.87
24,26,8,8,101.81,98.75,28.17
24,37,8,7,235.35,235.35,53.54
25,2,8,8,263.19,254.69,80.96
25,71,8,8,388.64,388.64,151.23
26,39,8,7,265.08,265.08,74.85
26,44,8,8,349.01,348.51,115.3
26,77,8,5,281.79,281.72,113.97
27,26,8,7,65.50,65.50,7.71
27,29,8,8,74.00,74.00,13.5
27,33,8,6,153.21,144.91,40.73
29,1,8,8,305.80,305.80,113.59
29,16,8,7,246.49,245.49,76.62
29,26,8,7,74.14,73.14,10.58
29,34,8,7,293.92,289.92,61.31
29,77,8,8,287.93,282.25,105.32
31,27,8,8,128.03,127.03,35.93
31,36,8,6,153.93,151.35,47.19
